日時,ステータス,経過秒数
2026-02-19 05:00:09,電源断,11660
2026-02-19 08:15:00,段取り,2430
2026-02-19 08:55:36,自動起動,10
2026-02-19 08:55:47,段取り,160
2026-02-19 08:58:27,自動起動,70
2026-02-19 08:59:37,自動停止,10
2026-02-19 08:59:47,段取り,30
2026-02-19 09:00:17,自動起動,30
2026-02-19 09:00:47,段取り,50
2026-02-19 09:01:37,自動起動,100
2026-02-19 09:03:18,自動停止,20
2026-02-19 09:03:38,自動起動,110
2026-02-19 09:05:28,段取り,410
2026-02-19 09:12:19,自動起動,770
2026-02-19 09:25:11,段取り,30
2026-02-19 09:25:41,自動起動,580
2026-02-19 09:35:23,段取り,2280
2026-02-19 10:13:29,不明,10
2026-02-19 10:13:39,段取り,10
2026-02-19 10:13:49,不明,10
2026-02-19 10:13:59,段取り,110
2026-02-19 10:15:49,不明,10
2026-02-19 10:15:59,段取り,60
2026-02-19 10:16:59,不明,10
2026-02-19 10:17:09,段取り,20
2026-02-19 10:17:29,不明,10
2026-02-19 10:17:39,段取り,20
2026-02-19 10:17:59,不明,20
2026-02-19 10:18:19,段取り,40
2026-02-19 10:19:00,不明,10
2026-02-19 10:19:10,段取り,150
2026-02-19 10:21:40,自動起動,100
2026-02-19 10:23:20,自動停止,70
2026-02-19 10:24:30,自動起動,10
2026-02-19 10:24:40,段取り,80
2026-02-19 10:26:01,自動起動,100
2026-02-19 10:27:41,自動停止,110
2026-02-19 10:29:31,自動起動,330
2026-02-19 10:35:02,自動停止,310
2026-02-19 10:40:13,自動起動,710
2026-02-19 10:52:05,自動停止,30
2026-02-19 10:52:35,自動起動,250
2026-02-19 10:56:45,自動停止,20
2026-02-19 10:57:06,自動起動,140
2026-02-19 10:59:26,段取り,620
2026-02-19 11:09:48,自動起動,1510
2026-02-19 11:35:01,段取り,1190
2026-02-19 11:54:55,不明,10
2026-02-19 11:55:05,段取り,20
2026-02-19 11:55:25,自動停止,10
2026-02-19 11:55:35,不明,20
2026-02-19 11:55:55,段取り,3790
2026-02-19 12:59:15,自動起動,60
2026-02-19 13:00:15,自動停止,20
2026-02-19 13:00:35,段取り,60
2026-02-19 13:01:35,自動起動,130
2026-02-19 13:03:45,段取り,350
2026-02-19 13:09:36,自動起動,170
2026-02-19 13:12:27,段取り,90
2026-02-19 13:13:57,自動起動,170
2026-02-19 13:16:47,段取り,70
2026-02-19 13:17:58,自動起動,170
2026-02-19 13:20:48,段取り,90
2026-02-19 13:22:18,自動起動,170
2026-02-19 13:25:09,段取り,110
2026-02-19 13:26:59,自動起動,170
2026-02-19 13:29:49,段取り,70
2026-02-19 13:31:00,自動起動,170
2026-02-19 13:33:50,段取り,70
2026-02-19 13:35:00,自動起動,170
2026-02-19 13:37:51,段取り,70
2026-02-19 13:39:04,自動起動,170
2026-02-19 13:41:55,段取り,70
2026-02-19 13:43:06,自動起動,160
2026-02-19 13:45:46,段取り,80
2026-02-19 13:47:07,自動起動,170
2026-02-19 13:49:57,段取り,90
2026-02-19 13:51:27,自動起動,160
2026-02-19 13:54:07,段取り,100
2026-02-19 13:55:47,自動起動,170
2026-02-19 13:58:37,段取り,70
2026-02-19 13:59:48,自動起動,170
2026-02-19 14:02:38,段取り,100
2026-02-19 14:04:18,自動起動,170
2026-02-19 14:07:09,段取り,80
2026-02-19 14:08:29,自動起動,160
2026-02-19 14:11:09,段取り,80
2026-02-19 14:12:29,自動起動,170
2026-02-19 14:15:20,段取り,70
2026-02-19 14:16:30,自動起動,160
2026-02-19 14:19:10,段取り,80
2026-02-19 14:20:31,自動起動,170
2026-02-19 14:23:21,段取り,90
2026-02-19 14:24:51,自動起動,160
2026-02-19 14:27:32,段取り,180
2026-02-19 14:30:32,自動起動,160
2026-02-19 14:33:12,段取り,110
2026-02-19 14:35:03,自動起動,170
2026-02-19 14:37:53,段取り,110
2026-02-19 14:39:43,自動起動,170
2026-02-19 14:42:34,段取り,70
2026-02-19 14:43:44,自動起動,170
2026-02-19 14:46:34,段取り,120
2026-02-19 14:48:35,アラーム,10
2026-02-19 14:48:45,不明,40
2026-02-19 14:49:25,段取り,20
2026-02-19 14:49:45,自動起動,160
2026-02-19 14:52:25,段取り,80
2026-02-19 14:53:45,自動起動,170
2026-02-19 14:56:36,段取り,70
2026-02-19 14:57:46,自動起動,170
2026-02-19 15:00:36,段取り,1120
2026-02-19 15:19:19,自動起動,170
2026-02-19 15:22:10,段取り,80
2026-02-19 15:23:30,自動起動,160
2026-02-19 15:26:10,段取り,70
2026-02-19 15:27:20,自動起動,170
2026-02-19 15:30:11,段取り,90
2026-02-19 15:31:41,自動起動,160
2026-02-19 15:34:21,段取り,750
2026-02-19 15:46:53,自動起動,170
2026-02-19 15:49:44,段取り,70
2026-02-19 15:50:54,自動起動,170
2026-02-19 15:53:44,段取り,70
2026-02-19 15:54:54,自動起動,160
2026-02-19 15:57:35,段取り,300
2026-02-19 16:02:36,自動起動,170
2026-02-19 16:05:26,段取り,70
2026-02-19 16:06:36,自動起動,60
2026-02-19 16:07:37,アラーム,40
2026-02-19 16:08:17,段取り,10
2026-02-19 16:08:27,自動起動,110
2026-02-19 16:10:17,段取り,20
2026-02-19 16:10:37,不明,50
2026-02-19 16:11:27,段取り,180
2026-02-19 16:14:28,自動起動,180
2026-02-19 16:17:28,段取り,70
2026-02-19 16:18:38,自動起動,160
2026-02-19 16:21:19,段取り,90
2026-02-19 16:22:49,自動起動,160
2026-02-19 16:25:29,段取り,80
2026-02-19 16:26:50,自動起動,160
2026-02-19 16:29:30,段取り,80
2026-02-19 16:30:50,自動起動,170
2026-02-19 16:33:41,段取り,100
2026-02-19 16:35:21,自動起動,160
2026-02-19 16:38:01,段取り,80
2026-02-19 16:39:22,自動起動,170
