日時,ステータス,経過秒数
2026-05-31 05:00:00,電源断,11320
2026-05-31 08:08:40,自動停止,1310
2026-05-31 08:30:30,自動起動,50
2026-05-31 08:31:20,自動停止,10
2026-05-31 08:31:30,自動起動,1
2026-05-31 08:31:31,パレチェン,10
2026-05-31 08:31:31,自動起動,9
2026-05-31 08:31:40,段取り,100
2026-05-31 08:33:20,自動停止,10
2026-05-31 08:33:30,自動起動,840
2026-05-31 08:47:30,自動停止,100
2026-05-31 08:49:10,自動起動,48
2026-05-31 08:49:57,パレチェン,10
2026-05-31 08:49:58,自動起動,842
2026-05-31 09:04:00,自動停止,100
2026-05-31 09:05:40,自動起動,40
2026-05-31 09:06:20,パレチェン,10
2026-05-31 09:06:20,自動起動,840
2026-05-31 09:20:20,自動停止,110
2026-05-31 09:22:10,自動起動,50
2026-05-31 09:22:59,パレチェン,10
2026-05-31 09:23:00,自動起動,760
2026-05-31 09:35:40,段取り,10
2026-05-31 09:35:50,自動停止,10
2026-05-31 09:36:00,自動起動,70
2026-05-31 09:37:10,自動停止,90
2026-05-31 09:38:40,自動起動,47
2026-05-31 09:39:27,パレチェン,10
2026-05-31 09:39:27,自動起動,833
2026-05-31 09:53:20,自動停止,160
2026-05-31 09:56:00,自動起動,50
2026-05-31 09:56:50,パレチェン,10
2026-05-31 09:56:50,自動起動,840
2026-05-31 10:10:50,自動停止,90
2026-05-31 10:12:20,自動起動,45
2026-05-31 10:13:04,パレチェン,10
2026-05-31 10:13:05,自動起動,835
2026-05-31 10:27:00,自動停止,80
2026-05-31 10:28:20,自動起動,48
2026-05-31 10:29:08,パレチェン,10
2026-05-31 10:29:08,自動起動,832
2026-05-31 10:43:00,自動停止,90
2026-05-31 10:44:30,自動起動,49
2026-05-31 10:45:19,パレチェン,10
2026-05-31 10:45:19,自動起動,841
2026-05-31 10:59:20,自動停止,90
2026-05-31 11:00:50,自動起動,38
2026-05-31 11:01:28,パレチェン,10
2026-05-31 11:01:28,自動起動,842
2026-05-31 11:15:30,自動停止,80
2026-05-31 11:16:50,自動起動,39
2026-05-31 11:17:29,パレチェン,10
2026-05-31 11:17:29,自動起動,841
2026-05-31 11:31:30,自動停止,80
2026-05-31 11:32:50,自動起動,46
2026-05-31 11:33:36,パレチェン,10
2026-05-31 11:33:36,自動起動,834
2026-05-31 11:47:30,自動停止,230
2026-05-31 11:51:20,自動起動,41
2026-05-31 11:52:01,パレチェン,10
2026-05-31 11:52:01,自動起動,839
2026-05-31 12:06:00,自動停止,80
2026-05-31 12:07:20,自動起動,44
2026-05-31 12:08:04,パレチェン,10
2026-05-31 12:08:04,自動起動,836
2026-05-31 12:22:00,自動停止,80
2026-05-31 12:23:20,自動起動,46
2026-05-31 12:24:05,パレチェン,10
2026-05-31 12:24:06,自動起動,834
2026-05-31 12:38:00,自動停止,80
2026-05-31 12:39:20,自動起動,44
2026-05-31 12:40:04,パレチェン,10
2026-05-31 12:40:04,自動起動,836
2026-05-31 12:54:00,自動停止,80
2026-05-31 12:55:20,自動起動,47
2026-05-31 12:56:07,パレチェン,10
2026-05-31 12:56:07,自動起動,833
2026-05-31 13:10:00,自動停止,90
2026-05-31 13:11:30,自動起動,41
2026-05-31 13:12:10,パレチェン,10
2026-05-31 13:12:11,自動起動,839
2026-05-31 13:26:10,自動停止,80
2026-05-31 13:27:30,自動起動,47
2026-05-31 13:28:17,パレチェン,10
2026-05-31 13:28:17,自動起動,843
2026-05-31 13:42:20,自動停止,70
2026-05-31 13:43:30,自動起動,48
2026-05-31 13:44:18,パレチェン,10
2026-05-31 13:44:18,自動起動,842
2026-05-31 13:58:20,自動停止,180
2026-05-31 14:01:20,自動起動,49
2026-05-31 14:02:09,パレチェン,10
2026-05-31 14:02:09,自動起動,841
2026-05-31 14:16:10,自動停止,70
2026-05-31 14:17:20,自動起動,49
2026-05-31 14:18:09,パレチェン,10
2026-05-31 14:18:09,自動起動,831
2026-05-31 14:32:00,自動停止,80
2026-05-31 14:33:20,自動起動,51
2026-05-31 14:34:10,パレチェン,10
2026-05-31 14:34:11,自動起動,829
2026-05-31 14:48:00,自動停止,90
2026-05-31 14:49:30,自動起動,44
2026-05-31 14:50:14,パレチェン,10
2026-05-31 14:50:14,自動起動,836
2026-05-31 15:04:10,自動停止,70
2026-05-31 15:05:20,自動起動,53
2026-05-31 15:06:13,パレチェン,10
2026-05-31 15:06:13,自動起動,837
2026-05-31 15:20:10,自動停止,80
2026-05-31 15:21:30,自動起動,47
2026-05-31 15:22:16,パレチェン,10
